"Отметка времени","Ваш возраст?","Ваш пол?","Ваш уровень образования?","Оцените слова в паре (от 0 до 10): [франкфурт-на-майне - франкфурт]","Оцените слова в паре (от 0 до 10): [основополагающий - полный]","Оцените слова в паре (от 0 до 10): [плексигласовый - химический]","Оцените слова в паре (от 0 до 10): [неподтвержденный - качественный]","Оцените слова в паре (от 0 до 10): [древневерхненемецкий - немецкий]","Оцените слова в паре (от 0 до 10): [обувнозаготовочный - древний]","Оцените слова в паре (от 0 до 10): [сентиментальность - чувствительность]","Оцените слова в паре (от 0 до 10): [заблагорассудиться - краситься]","Оцените слова в паре (от 0 до 10): [самогоноварение - наркопреступность]","Оцените слова в паре (от 0 до 10): [полуразложившийся - полураспавшийся]","Оцените слова в паре (от 0 до 10): [шумозаградительный - обеспечительный]","Оцените слова в паре (от 0 до 10): [нерасследованный - следственный]","Оцените слова в паре (от 0 до 10): [неосуществленный - нереализованный]","Оцените слова в паре (от 0 до 10): [люминесцентный - жирный]","Оцените слова в паре (от 0 до 10): [кровезаменитель - каратель]","Оцените слова в паре (от 0 до 10): [песчано-гравийный - асфальтобетонный]","Оцените слова в паре (от 0 до 10): [валяносапожник - башмачник]","Оцените слова в паре (от 0 до 10): [необуржуазный - опасный]","Оцените слова в паре (от 0 до 10): [междоусобица - война]","Оцените слова в паре (от 0 до 10): [непотопляемый - верный]","Оцените слова в паре (от 0 до 10): [лейб-гвардейский - житейский]","Оцените слова в паре (от 0 до 10): [предынфарктный - коматозный]","Оцените слова в паре (от 0 до 10): [завербовывать - нанимать]","Оцените слова в паре (от 0 до 10): [склеропластика - информатика]","Оцените слова в паре (от 0 до 10): [неукоснительно - ветрено]","Оцените слова в паре (от 0 до 10): [неоплатонизм - комизм]","Оцените слова в паре (от 0 до 10): [поисково-спасательный - пастельный]","Оцените слова в паре (от 0 до 10): [коксующийся - угольный]","Оцените слова в паре (от 0 до 10): [эластокинематический - кинематический]","Оцените слова в паре (от 0 до 10): [восемьсотпятидесятилетие - возмездие]","Оцените слова в паре (от 0 до 10): [неопознанный - неизвестный]","Оцените слова в паре (от 0 до 10): [горюче-смазочный - топливный]","Оцените слова в паре (от 0 до 10): [попустительствовать - потакать]","Оцените слова в паре (от 0 до 10): [спецслужбист - коммунист]","Оцените слова в паре (от 0 до 10): [самозатачивающийся - твердосплавный]","Оцените слова в паре (от 0 до 10): [биокибернетик - учёный]","Оцените слова в паре (от 0 до 10): [невосприимчивый - неподверженный]","Оцените слова в паре (от 0 до 10): [ханты-мансийск - торонто]","Оцените слова в паре (от 0 до 10): [центрально-черноземный - сонный]","Оцените слова в паре (от 0 до 10): [сергиево-посадский - московский]","Оцените слова в паре (от 0 до 10): [раннеперестроечный - позднесоветский]","Оцените слова в паре (от 0 до 10): [нормальненько - сухо]","Оцените слова в паре (от 0 до 10): [залогодержатель - банк]","Оцените слова в паре (от 0 до 10): [азиатско-тихоокеанский - дальневосточный]","Оцените слова в паре (от 0 до 10): [гастроэнтеролог - врач]","Оцените слова в паре (от 0 до 10): [конституционно-правовой - юридический]","Оцените слова в паре (от 0 до 10): [камнесамоцветный - драгоценный]","Оцените слова в паре (от 0 до 10): [горношахтный - промышленный]","Оцените слова в паре (от 0 до 10): [нечленораздельный - безмерный]","Оцените слова в паре (от 0 до 10): [белогвардеец - империя]","Оцените слова в паре (от 0 до 10): [электронно-механический - эпический]","Оцените слова в паре (от 0 до 10): [пуленепробиваемый - бронированный]","Оцените слова в паре (от 0 до 10): [пенополиуританин - кефир]","Оцените слова в паре (от 0 до 10): [бессквозняковый - безветреный]","Оцените слова в паре (от 0 до 10): [вестминстерский - лондонский]","Оцените слова в паре (от 0 до 10): [сногсшибательный - завистливый]","Оцените слова в паре (от 0 до 10): [полиизобутилен - поливинилацетат]","Оцените слова в паре (от 0 до 10): [грузино-абхазский - кавказский]","Оцените слова в паре (от 0 до 10): [детоталитаризация - стол]","Оцените слова в паре (от 0 до 10): [слабоминерализованный - гидрокарбонатный]","Оцените слова в паре (от 0 до 10): [авиационно-космический - воздушный]","Оцените слова в паре (от 0 до 10): [сталелитейный - заводской]","Оцените слова в паре (от 0 до 10): [спринтерский - атлетический]","Оцените слова в паре (от 0 до 10): [звукозаписывающий - студийный]","Оцените слова в паре (от 0 до 10): [конкуретноспособность - предпринимательство]","Оцените слова в паре (от 0 до 10): [неремонтопригодный - былой]","Оцените слова в паре (от 0 до 10): [уголовно-процессуальный - судебный]","Оцените слова в паре (от 0 до 10): [приснопамятный - темпераментный]","Оцените слова в паре (от 0 до 10): [чехословацкий - чешский]","Оцените слова в паре (от 0 до 10): [полузамерзший - сиреневый]","Оцените слова в паре (от 0 до 10): [взаимозаменяемый - альтернативный]","Оцените слова в паре (от 0 до 10): [неостановимый - воображаемый]","Оцените слова в паре (от 0 до 10): [налогооблагаемый - материальный]","Оцените слова в паре (от 0 до 10): [рационализаторский - классный]","Оцените слова в паре (от 0 до 10): [длиннобазный - вытянутый]","Оцените слова в паре (от 0 до 10): [поскальзываться - спотыкаться]","Оцените слова в паре (от 0 до 10): [легкоусвояемый - диетический]","Оцените слова в паре (от 0 до 10): [хлопчатобумажный - ткацкий]","Оцените слова в паре (от 0 до 10): [закоренелый - усталый]","Оцените слова в паре (от 0 до 10): [желудочно-кишечный - врачебный]","Оцените слова в паре (от 0 до 10): [квадратно-гнездовой - квадратный]","Оцените слова в паре (от 0 до 10): [гражданско-процессуальный - общеправовой]","Оцените слова в паре (от 0 до 10): [неосторожный - неаккуратный]","Оцените слова в паре (от 0 до 10): [приспосабливаться - умудряться]","Оцените слова в паре (от 0 до 10): [рабоче-крестьянский - пролетарский]","Оцените слова в паре (от 0 до 10): [тетраэтилсвинец - свинец]","Оцените слова в паре (от 0 до 10): [морально-нравственный - этический]","Оцените слова в паре (от 0 до 10): [незатасканный - неистрепанный]","Оцените слова в паре (от 0 до 10): [неизбирабельный - стойкий]","Оцените слова в паре (от 0 до 10): [социально-политический - экономический]","Оцените слова в паре (от 0 до 10): [двухъярусный - плотный]","Оцените слова в паре (от 0 до 10): [беллинсгаузен - крузенштерн]","Оцените слова в паре (от 0 до 10): [древесностружечный - строительный]","Оцените слова в паре (от 0 до 10): [непропорциональность - диспропорциональность]","Оцените слова в паре (от 0 до 10): [горно-обогатительный - восхитительный]","Оцените слова в паре (от 0 до 10): [исправительно-трудовой - лагерный]","Оцените слова в паре (от 0 до 10): [сердечно-сосудистый - кровеносный]","Оцените слова в паре (от 0 до 10): [всепобеждающий - кожаный]","Оцените слова в паре (от 0 до 10): [небезызвестный - знаменитый]","Оцените слова в паре (от 0 до 10): [приноравливаться - приспособляться]","Оцените слова в паре (от 0 до 10): [набалдашник - чиновник]","Оцените слова в паре (от 0 до 10): [всеохватывающий - всеобъемлющий]","Оцените слова в паре (от 0 до 10): [совершеннолетний - тетрадный]","Оцените слова в паре (от 0 до 10): [претенциозный - пафосный]"
"2017/06/01 1:54:46 ДП GMT+3","19-30","Мужской","Высшее 1 уровня (бакалавриат)","10","0","6","0","8","0","6","0","1","5","0","2","10","0","0","4","7","0","8","1","1","3","9","0","0","0","0","0","4","0","7","9","9","1","0","8","6","5","0","7","8","1","6","6","8","7","7","7","0","2","0","7","0","1","7","0","5","5","0","6","6","4","6","6","4","0","7","1","5","1","3","0","1","0","0","3","1","2","0","2","1","2","1","1","6","7","10","8","0","3","0","0","5","6","0","4","9","0","7","7","0","8","0","0"
"2017/06/01 1:12:03 ПП GMT+3","19-30","Женский","Высшее 2 уровня (магистратура/специалитет)","10","4","8","0","9","0","10","0","7","9","0","4","10","0","0","9","9","0","9","0","0","7","8","0","0","2","0","0","9","0","9","9","9","4","4","8","9","7","0","7","7","0","7","6","8","7","7","7","0","6","0","9","0","8","8","0","7","7","0","7","7","7","7","7","7","0","8","0","8","0","7","0","4","0","7","8","7","7","0","6","6","7","8","6","9","8","9","10","1","8","0","4","7","10","0","7","8","0","9","9","0","10","0","8"
"2017/06/01 4:07:09 ПП GMT+3","19-30","Женский","Высшее 1 уровня (бакалавриат)","9","0","0","0","8","0","10","0","0","9","0","6","10","0","0","6","6","0","8","0","0","6","8","0","0","0","0","8","8","0","9","6","10","0","0","8","10","6","0","7","9","0","8","9","8","9","8","0","0","8","0","10","0","6","7","0","6","8","0","6","8","8","8","6","0","0","9","0","8","0","8","2","2","2","2","6","8","6","2","8","8","9","9","0","9","8","9","10","0","9","0","5","6","10","0","6","9","0","8","10","0","10","0","9"
"2017/06/01 10:47:22 ПП GMT+3","31-50","Женский","Высшее 2 уровня (магистратура/специалитет)","8","6","3","5","8","0","10","0","0","7","5","6","10","0","0","6","7","0","9","0","0","2","7","0","0","0","0","7","8","0","10","8","9","0","1","8","7","4","0","4","9","0","8","9","9","8","7","8","0","4","0","10","0","4","6","2","2","8","0","2","8","7","7","7","8","5","7","0","9","4","8","0","3","5","8","7","5","7","2","5","7","8","7","7","9","8","10","9","0","1","0","7","8","10","0","9","10","0","8","10","3","10","0","8"
"2017/06/02 12:41:43 ПП GMT+3","31-50","Женский","Высшее 2 уровня (магистратура/специалитет)","10","6","3","0","5","0","9","0","5","8","6","5","10","8","3","6","5","1","8","6","1","9","10","0","0","0","0","3","7","0","10","9","9","7","6","6","9","8","2","8","8","3","9","10","8","8","7","7","0","6","2","9","0","2","5","6","6","8","0","3","8","8","8","8","8","6","8","5","5","6","7","3","5","4","3","5","7","5","4","3","3","7","7","5","6","4","7","8","5","8","5","0","4","6","2","6","7","0","8","9","0","8","0","7"
"2017/06/02 12:57:34 ПП GMT+3","31-50","Женский","Высшее 2 уровня (магистратура/специалитет)","6","1","1","1","3","0","10","0","0","10","2","1","10","6","4","9","9","6","10","8","7","7","5","4","4","4","4","4","4","0","8","7","8","5","6","6","10","5","5","7","8","8","8","8","8","8","7","7","4","3","4","8","6","9","8","6","6","9","7","6","9","8","8","9","8","6","9","0","6","2","10","3","6","1","1","5","3","7","4","6","4","9","10","8","8","4","9","5","5","7","4","4","5","10","6","5","9","0","9","8","0","9","0","7"
"2017/06/02 6:17:02 ПП GMT+3","19-30","Мужской","Высшее 1 уровня (бакалавриат)","7","5","6","1","7","0","10","1","2","9","0","7","10","2","0","7","8","0","8","0","0","5","6","0","0","0","0","8","9","0","10","9","9","1","3","7","8","5","0","4","9","4","7","9","7","9","6","6","0","6","0","10","0","7","8","0","9","9","0","8","7","10","8","9","9","3","9","0","6","0","10","1","5","3","9","8","7","9","6","7","8","9","10","8","8","8","9","10","0","7","0","7","8","10","0","8","9","0","9","10","0","10","0","9"
"2017/06/02 6:57:10 ПП GMT+3","19-30","Женский","Высшее 1 уровня (бакалавриат)","10","8","4","1","6","0","10","0","7","9","8","8","9","0","0","7","8","6","8","6","1","7","9","0","4","1","0","8","6","0","9","8","7","6","3","6","8","7","0","7","8","0","8","6","8","8","9","8","0","2","0","10","0","9","8","0","5","7","0","0","8","6","9","8","8","8","8","3","6","0","9","0","6","0","7","6","6","8","2","5","6","8","8","7","9","6","8","8","1","6","0","8","8","9","0","8","6","0","9","9","0","9","0","8"
"2017/06/02 7:22:41 ПП GMT+3","19-30","Женский","Высшее 1 уровня (бакалавриат)","8","3","6","2","2","0","9","0","7","8","1","6","10","0","0","7","8","4","10","5","1","7","7","4","0","1","0","9","8","0","10","10","10","8","7","8","9","8","0","8","9","0","7","8","8","8","9","8","0","6","0","10","2","2","9","1","8","8","0","5","7","6","7","8","7","1","8","1","8","0","10","1","6","0","1","6","7","8","2","8","1","8","8","0","7","7","9","9","3","8","6","9","8","10","0","8","10","0","10","10","0","10","2","7"
"2017/06/02 8:22:19 ПП GMT+3","19-30","Мужской","Высшее 1 уровня (бакалавриат)","10","0","0","0","0","0","7","0","0","3","0","4","10","0","0","0","0","0","5","0","0","2","9","0","0","0","0","5","4","4","6","6","6","3","0","4","0","3","0","3","10","4","6","10","10","7","8","6","0","0","0","10","0","9","5","0","1","8","0","2","10","9","9","10","7","1","8","0","9","0","0","0","0","0","7","5","8","0","0","0","2","6","10","0","0","1","10","10","0","0","0","0","0","10","0","7","9","0","3","10","0","10","0","10"
"2017/06/02 11:55:13 ПП GMT+3","19-30","Мужской","Неоконченное высшее","8","0","6","0","8","0","9","0","7","8","0","3","10","0","0","6","6","0","7","1","0","6","8","1","0","4","0","8","8","0","9","8","9","5","5","6","6","8","0","9","9","1","5","7","7","7","10","7","0","3","0","7","0","4","6","0","8","6","0","7","7","6","8","8","6","1","7","0","9","1","7","0","0","0","0","7","1","3","0","3","2","8","1","4","8","8","9","10","0","4","0","9","5","10","0","8","9","0","9","10","0","10","0","7"
"2017/06/03 11:08:18 ДП GMT+3","0-18","Женский","Среднее общее (11 классов школы)","2","7","2","3","2","1","9","1","1","8","0","2","9","0","0","8","5","0","9","1","2","8","0","0","2","1","0","2","5","1","9","8","5","1","2","2","0","8","1","7","5","3","7","7","7","8","6","5","0","7","0","9","2","9","1","0","1","7","1","5","5","7","9","9","6","5","7","3","8","1","9","4","4","2","3","6","6","7","2","2","3","5","5","7","4","4","9","9","3","8","7","7","5","10","1","6","10","0","9","3","0","5","0","1"
"2017/06/04 9:11:29 ПП GMT+3","19-30","Женский","Высшее 2 уровня (магистратура/специалитет)","0","4","0","0","2","1","9","0","7","2","2","4","10","0","0","7","7","0","10","0","1","1","6","3","0","0","0","0","0","0","10","9","10","9","7","8","9","3","0","7","1","1","9","9","7","7","7","8","5","7","0","9","0","3","1","0","1","8","0","1","8","6","6","6","8","4","9","1","6","0","0","0","2","1","4","1","1","8","1","3","7","7","4","0","9","3","8","9","1","3","0","0","8","8","0","8","10","0","3","9","1","10","0","8"